Listings,Price,Room Type,Reviews,Location
Stylish Room-Artist/Designers' Flat,98,Private room,1,"Bedford-Stuyvesant, Brooklyn"
Beautiful 2 Bedroom Apartment,185,Entire home/apt,3,"Bedford-Stuyvesant, Brooklyn"
"Sunny, Quiet and Convenient Room",90,Private room,6,"Williamsburg, Brooklyn"
Peaceful Room in Heart of Ft Greene,90,Private room,4,"Fort Greene, Brooklyn"
"Great apartment in Williamsburg, NY",90,Entire home/apt,1,"Williamsburg, Brooklyn"
Summer Green Quiet Room Park Slope,135,Private room,8,"Park Slope, Brooklyn"
Well come to Well Stead I,150,Entire home/apt,3,"Bedford-Stuyvesant, Brooklyn"
Lovely Guestroom in Brownstone,70,Private room,9,"Crown Heights, Brooklyn"
Spacious & bright room in brooklyn!,70,Private room,9,"Lefferts Garden, Brooklyn"
Queer Friendly Sofa Bed!,35,Shared room,3,"Sunset Park, Brooklyn"
Master bedroom w/ private ensuite,90,Private room,5,"Greenpoint, Brooklyn"
Modern Williamsburg Apt near Metro,99,Private room,2,"Williamsburg, Brooklyn"
2 Bedroom Apartment in Brooklyn,150,Entire home/apt,2,"Windsor Terrace, Brooklyn"
Spacious 2BR / 2BA in Bushwick,150,Entire home/apt,7,"Bushwick, Brooklyn"
New Listing!  Price reduced.  :),40,Private room,3,"Williamsburg, Brooklyn"
Boldera: Your Home Away From Home,149,Entire home/apt,4,"Bedford-Stuyvesant, Brooklyn"
"Cozy, Bright Bushwick Room off L&M",74,Private room,8,"Bushwick, Brooklyn"
Penthouse designer loft with a view,160,Private room,3,"Williamsburg, Brooklyn"
Red Brick Bungalow in NYC,108,Private room,1,"Carroll Gardens, Brooklyn"
4 Bed Charming Large Apt nr Subway,290,Entire home/apt,O,"Bushwick, Brooklyn"
Private Room with own Bathroom,118,Private room,4,"Carroll Gardens, Brooklyn"
Comfortable Room Historic Mansion,90,Private room,3,"Bedford-Stuyvesant, Brooklyn"
BUDGET ROOM ~ BEST LOCATION!! #3,89,Private room,7,"Williamsburg, Brooklyn"
Great Views Park Slope Barclay's,140,Entire home/apt,2,"Park Slope, Brooklyn"
Radiant Cobble Hill - 1 bedroom,118,Entire home/apt,1,"Boerum Hill, Brooklyn"
Urban oasis! 2 bedrooms w/ 3 patios,165,Entire home/apt,1,"Williamsburg, Brooklyn"
URBAN CHIC - Brooklyn 2 BR Suite,210,Entire home/apt,5,"Bedford-Stuyvesant, Brooklyn"
Beautiful 1 br in Williamsburg,150,Entire home/apt,1,"Williamsburg, Brooklyn"
Cozy little room in NYC!,39,Private room,1,"Crown Heights, Brooklyn"
A Great Room with a Bicycle,67,Private room,1,"Bushwick, Brooklyn"
"Lrg Apt in trendy Prospect Hts, Bk",135,Entire home/apt,5,"Park Slope, Brooklyn"
Affordable Wburg Loft Apartment,80,Private room,4,"Williamsburg, Brooklyn"
Northside Williamsburg Brooklyn,110,Private room,1,"Williamsburg, Brooklyn"
The Real Bedford Experience - 1 bd,180,Entire home/apt,3,"Williamsburg, Brooklyn"
Small Room,70,Private room,2,"Park Slope, Brooklyn"
Stylish Flat with Stunning Rooftop,259,Entire home/apt,1,"Williamsburg, Brooklyn"
Quiet apartment in lovely area,100,Entire home/apt,4,"Boerum Hill, Brooklyn"
"Lovely, cozy loft Carroll Gardens",129,Entire home/apt,8,"Gowanus, Brooklyn"
Huge Apt w/Yard near Williamsburg,195,Entire home/apt,4,"Greenpoint, Brooklyn"
"Fantastic, Affordable Rooftop Spot",64,Private room,6,"Bushwick, Brooklyn"
"Big, Bright, Beautiful Brooklyn Apt",300,Entire home/apt,4,"Williamsburg, Brooklyn"
Chic private apartment in townhouse,159,Entire home/apt,1,"Clinton Hill, Brooklyn"
Private 1-bedroom with sofa bed,130,Entire home/apt,6,"Bedford-Stuyvesant, Brooklyn"
"Dreamy room, eclectic Bushwick apt",35,Private room,1,"Bushwick, Brooklyn"
Spacious 2 BD in Quiet NBRHD,150,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Warm modern Park Slope townhouse,325,Entire home/apt,4,"Park Slope, Brooklyn"
East Williamsburg Artist Loft,50,Private room,2,"Williamsburg, Brooklyn"
Cozy Top Floor Room of Brownstone,75,Private room,5,"Park Slope, Brooklyn"
Private bedroom in awesome loft apt,75,Private room,1,"Williamsburg, Brooklyn"
PRIME 1br in Williamsburg,135,Entire home/apt,5,"Williamsburg, Brooklyn"
CHARMING SANCTUARY/sleeps3/BARGAIN!,129,Entire home/apt,3,"Fort Greene, Brooklyn"
Private Room 3- Amazing Wberg Flat,75,Private room,2,"Williamsburg, Brooklyn"
Sunny & Spacious in Park Slope,200,Entire home/apt,1,"Park Slope, Brooklyn"
Cool area! Five minutes to metro!,80,Private room,8,"Williamsburg, Brooklyn"
Charming Private Bedroom—50% OFF,110,Private room,3,"Park Slope, Brooklyn"
Room in beautiful friendly house,55,Private room,1,"Bushwick, Brooklyn"
It's all about Bushwick BROOKLYN,100,Entire home/apt,7,"Bushwick, Brooklyn"
Vibrant Artist's Guest Studio Apt.,130,Entire home/apt,2,"Greenpoint, Brooklyn"
