Listings,Price,Room Type,Reviews,Location
"Huge Brooklyn Loft w/Deck, NYC View",75,Private room,30 reviews,"Bedford-Stuyvesant, Brooklyn"
Comfy bed in friendly Homestel #5,32,Shared room,33 reviews,"Bedford-Stuyvesant, Brooklyn"
1 bedroom 1 block from subway,100,Entire home/apt,O reviews,"Clinton Hill, Brooklyn"
Elegant Oasis Near Brooklyn Bridge,150,Entire home/apt,1 review,"Brooklyn Heights, Brooklyn"
Lovely garden bedroom in Greenpoint,99,Private room,23 reviews,"Greenpoint, Brooklyn"
"Wiliamsburg 3BDR ,Private Deck",320,Entire home/apt,3 reviews,"Williamsburg, Brooklyn"
Bright and spacious 1 bedroom,115,Entire home/apt,3 reviews,"Crown Heights, Brooklyn"
Williamsburg on Wythe - Private BR+,150,Private room,15 reviews,"Williamsburg, Brooklyn"
Charming & Sunny Prewar Apartment!,125,Entire home/apt,45 reviews,"Greenpoint, Brooklyn"
Williamsburg 2BR Apt on Bedford Ave,235,Entire home/apt,28 reviews,"Williamsburg, Brooklyn"
"Private Room, Williamsburg Duplex",125,Private room,2 reviews,"Williamsburg, Brooklyn"
Bright room in homey apartment,48,Private room,2 reviews,"Bedford-Stuyvesant, Brooklyn"
Prime Williamsburg 1/BD New Condo,185,Entire home/apt,17 reviews,"Williamsburg, Brooklyn"
Brooklyn Budget Williamsburg NYC 1,50,Private room,102 reviews,"Williamsburg, Brooklyn"
POST CARD VIEWS of Park and Skyline,162,Entire home/apt,53 reviews,"Williamsburg, Brooklyn"
Brooklyn: Close-In With Character,60,Private room,26 reviews,"Prospect Heights, Brooklyn"
Sunny Room/private bath/ Brownstone,99,Private room,35 reviews,"Park Slope, Brooklyn"
Airy Designer Loft in Williamsburg,240,Entire home/apt,7 reviews,"Williamsburg, Brooklyn"
Charming room in an inviting Apt.,55,Private room,1 review,"Williamsburg, Brooklyn"
Cozy room in Williamsburg apartment,70,Private room,1 review,"Williamsburg, Brooklyn"
Beautiful Large 1BR in Cobble Hill,150,Entire home/apt,22 reviews,"Cobble Hill, Brooklyn"
Garden Apartment in Park Slope,120,Entire home/apt,1 review,"Park Slope, Brooklyn"
Best Top Apt in REAL Williamsburg!,180,Entire home/apt,35 reviews,"Williamsburg, Brooklyn"
Spacious 4-BD/2BA Townhouse in PLG,295,Entire home/apt,2 reviews,"Crown Heights, Brooklyn"
Charming room near Park & Museum!,48,Private room,4 reviews,"Prospect Heights, Brooklyn"
BEAUTIFUL  2BR  20MINS FROM CITY!,84,Entire home/apt,102 reviews,"Bushwick, Brooklyn"
Fresh and modern 1BR in Bed-Stuy,85,Entire home/apt,43 reviews,"Bedford-Stuyvesant, Brooklyn"
Writer's Room - Sunny Artsy Loft,67,Private room,47 reviews,"Williamsburg, Brooklyn"
Sunny 3 bdrm in center Park Slope,275,Entire home/apt,O reviews,"Park Slope, Brooklyn"
Quintessential W'burg Apartment,100,Private room,36 reviews,"Williamsburg, Brooklyn"
Spacious & Lovely 1BR in Greenpoint,155,Entire home/apt,42 reviews,"Greenpoint, Brooklyn"
"1899 BK Mansion, 15min to Manhattan",52,Private room,12 reviews,"Bushwick, Brooklyn"
"Lovely, Spacious Room in Brownstone",50,Private room,O reviews,"Crown Heights, Brooklyn"
Rising Star Of Brooklyn,110,Entire home/apt,15 reviews,"Bedford-Stuyvesant, Brooklyn"
"Clean & Quiet BR in Sunset Park, BK",70,Private room,41 reviews,"Sunset Park, Brooklyn"
Beautiful new one bedroom apartment,99,Entire home/apt,51 reviews,"Bedford-Stuyvesant, Brooklyn"
Studio in Downtown Brooklyn,140,Entire home/apt,17 reviews,"Downtown Brooklyn, Brooklyn"
Cozy Brownstone Room-Feb Offer,43,Private room,10 reviews,"Crown Heights, Brooklyn"
Sleek Entire 2BR Apt - Bedford Ave!,159,Entire home/apt,94 reviews,"Williamsburg, Brooklyn"
2BR 2Bath duplex w garden & Terrace,220,Entire home/apt,2 reviews,"Clinton Hill, Brooklyn"
Great Room in Bright Amazing Loft!,89,Private room,11 reviews,"Bushwick, Brooklyn"
Eclectic Sunny Room in Williamsburg,80,Private room,7 reviews,"Williamsburg, Brooklyn"
Bright Private Large Rm Greenpoint,90,Private room,6 reviews,"Greenpoint, Brooklyn"
Sunny and Huge Artist Loft,59,Private room,O reviews,"Greenpoint, Brooklyn"
Private 2BR Williamsburg Waterfront,195,Entire home/apt,4 reviews,"Williamsburg, Brooklyn"
Huge Sunny room just off bedford,69,Private room,46 reviews,"Williamsburg, Brooklyn"
SUNNY LOFT BROOKLYN close G TRAIN,138,Entire home/apt,6 reviews,"Bedford-Stuyvesant, Brooklyn"
Cozy Private Room in Williamsburg,55,Private room,25 reviews,"Williamsburg, Brooklyn"
Cozy Quiet Space in Brooklyn,47,Shared room,10 reviews,"Sheepshead Bay, Brooklyn"
Beautiful 1 br in Williamsburg,150,Entire home/apt,12 reviews,"Williamsburg, Brooklyn"
Amazing Location in Fort Greene,80,Private room,18 reviews,"Fort Greene, Brooklyn"
Sunset Retreat - Charming Oasis,90,Entire home/apt,62 reviews,"Sunset Park, Brooklyn"
Urban Holiday...,100,Entire home/apt,27 reviews,"Crown Heights, Brooklyn"
Luxury Duplex Loft w. Private Roof,450,Entire home/apt,18 reviews,"Gowanus, Brooklyn"
Dream Loft: Master Bedroom,125,Private room,1 review,"Williamsburg, Brooklyn"
Private Room in Hip Williamsburg,60,Private room,10 reviews,"Williamsburg, Brooklyn"
Sweet Luxury Studio! Brand new!,65,Entire home/apt,2 reviews,"Bedford-Stuyvesant, Brooklyn"
Amazing Apartment in Williamsburg,130,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
2 rooms; private entrance & bath!,65,Private room,53 reviews,"Bushwick, Brooklyn"
Charming huge 1bd apt in brownstone,160,Entire home/apt,56 reviews,"Clinton Hill, Brooklyn"
Beautiful room off Bedford ave.,65,Private room,55 reviews,"Williamsburg, Brooklyn"
Room with fantastic panoramic view!,119,Private room,O reviews,"Fort Greene, Brooklyn"
Perfect for Women! GREAT LOCATION!,47,Private room,69 reviews,"Bedford-Stuyvesant, Brooklyn"
Bedroom in heart of Williamsburg,120,Private room,3 reviews,"Williamsburg, Brooklyn"
Hinds Residential Suites Room 1-1,35,Private room,15 reviews,"Bedford-Stuyvesant, Brooklyn"
Williamsburg. By Bedford L train,120,Entire home/apt,12 reviews,"Williamsburg, Brooklyn"
"Bright, Beautiful 1.5BD Duplex",195,Entire home/apt,4 reviews,"Greenpoint, Brooklyn"
Brooklyn Loft+City skyline view,50,Private room,11 reviews,"Williamsburg, Brooklyn"
"Beautiful, large, charming spot",190,Entire home/apt,11 reviews,"Williamsburg, Brooklyn"
Specious room in Brooklyn!!,75,Private room,5 reviews,"Crown Heights, Brooklyn"
"Heart of Ft. Greene, Brooklyn",90,Entire home/apt,5 reviews,"Fort Greene, Brooklyn"
Vegetarian Artists Zen Happy Co-Op,75,Private room,O reviews,"Williamsburg, Brooklyn"
Modern 1BR-Steps from Franklin Ave,75,Entire home/apt,3 reviews,"Crown Heights, Brooklyn"
Studio Apt in Park Slope- Brooklyn!,100,Entire home/apt,14 reviews,"Greenwood Heights, Brooklyn"
Lovely architect's studio 3-day min,87,Entire home/apt,6 reviews,"Fort Greene, Brooklyn"
Luxury Loft Private Room C (3C),100,Private room,20 reviews,"Williamsburg, Brooklyn"
"Full bed in Bushwick, Brooklyn",65,Private room,10 reviews,"Bedford-Stuyvesant, Brooklyn"
Stylish Room-Artist/Designers' Flat,98,Private room,11 reviews,"Bedford-Stuyvesant, Brooklyn"
Incredible 1 Bedroom Loft Apartment,185,Entire home/apt,5 reviews,"Williamsburg, Brooklyn"
Luxe New Queen Br near Subways,55,Private room,3 reviews,"Crown Heights, Brooklyn"
1BR in Prime Williamsburg - Bedford,199,Entire home/apt,14 reviews,"Williamsburg, Brooklyn"
CHARMING SANCTUARY/sleeps3/BARGAIN!,125,Entire home/apt,31 reviews,"Fort Greene, Brooklyn"
Sunny/Cozy 1BD,89,Entire home/apt,24 reviews,"Crown Heights, Brooklyn"
"Quiet, sunny Williamsburg apartment",100,Entire home/apt,17 reviews,"Williamsburg, Brooklyn"
"Cozy, friendly, 3 min from subway!",35,Shared room,20 reviews,"Bedford-Stuyvesant, Brooklyn"
The Williamsburg Special,61,Private room,34 reviews,"Williamsburg, Brooklyn"
Tiny little private nook!,35,Private room,21 reviews,"Crown Heights, Brooklyn"
Huge serene room in a perfect area!,99,Private room,12 reviews,"Brooklyn Heights, Brooklyn"
Private Room in Hip Williamsburg,60,Private room,10 reviews,"Williamsburg, Brooklyn"
A Luxury room in new WBerg Loft,100,Private room,19 reviews,"Williamsburg, Brooklyn"
Studio in PRIME North Park Slope,135,Entire home/apt,3 reviews,"Park Slope, Brooklyn"
LOVELY SPOT IN PRIME WILLIAMSBURG!,100,Entire home/apt,17 reviews,"Williamsburg, Brooklyn"
Big & Beautiful 1 B/R Close to Park,125,Entire home/apt,4 reviews,"Kensington, Brooklyn"
Cozy Room in Brooklyn,45,Private room,4 reviews,"Bushwick, Brooklyn"
"Dream Come True! Williamsburg, BK",95,Private room,87 reviews,"Williamsburg, Brooklyn"
Bright and Cozy private room for 2!,100,Private room,O reviews,"Park Slope, Brooklyn"
Beautiful Bedroom in Brooklyn-NYC,50,Private room,12 reviews,"Bedford-Stuyvesant, Brooklyn"
Great Williamsburg Loft Apartment,85,Private room,40 reviews,"Williamsburg, Brooklyn"
House on Henry (3rd FLR Suite),160,Entire home/apt,94 reviews,"Carroll Gardens, Brooklyn"
Spacious 1BR Apt in Greenpoint,159,Entire home/apt,1 review,"Greenpoint, Brooklyn"
Private Happy Williamsburg Room,100,Private room,8 reviews,"Williamsburg, Brooklyn"
Welcome to a Glasshouse experience!,99,Private room,32 reviews,"Williamsburg, Brooklyn"
Spacious Modern Williamsburg Loft!,250,Entire home/apt,3 reviews,"Williamsburg, Brooklyn"
Studio in Downtown Brooklyn,140,Entire home/apt,17 reviews,"Downtown Brooklyn, Brooklyn"
Quiet private room in Gorgeous Apt,65,Private room,52 reviews,"Bushwick, Brooklyn"
Amazing Private Room in Fort Greene,99,Private room,18 reviews,"Clinton Hill, Brooklyn"
"Lrg Apt in trendy Prospect Hts, Bk",125,Entire home/apt,55 reviews,"Park Slope, Brooklyn"
Fun Convenient living in Park Slope,200,Entire home/apt,14 reviews,"Prospect Heights, Brooklyn"
Cozy hideaway in spacious apartment,145,Private room,2 reviews,"Williamsburg, Brooklyn"
"Private, Luxury Secluded Bedroom",62,Private room,5 reviews,"Bushwick, Brooklyn"
1 bedroom in Park Slope apartment,70,Private room,O reviews,"Park Slope, Brooklyn"
Beautiful Room in Huge Apt,79,Private room,2 reviews,"Williamsburg, Brooklyn"
Queer Friendly Sofa Bed!,35,Shared room,3 reviews,"Sunset Park, Brooklyn"
Charming Private Bedroom—GREAT DEAL,110,Private room,29 reviews,"Park Slope, Brooklyn"
♥ Feel@HOME Brooklyn Clinton Hill ♥,95,Entire home/apt,64 reviews,"Bedford-Stuyvesant, Brooklyn"
"Cozy Private One Bedroom, Brooklyn",56,Private room,7 reviews,"Bedford-Stuyvesant, Brooklyn"
Super-Modern Penthouse Studio,170,Entire home/apt,14 reviews,"Fort Greene, Brooklyn"
1000ft² - Chic 2BR on best Block,275,Entire home/apt,11 reviews,"Williamsburg, Brooklyn"
Charming Studio in Greenpoint BK,85,Entire home/apt,3 reviews,"Greenpoint, Brooklyn"
"Stay in Bushwick, Brooklyn!",54,Private room,11 reviews,"Bushwick, Brooklyn"
Base Camp in Bed-Stuy,85,Entire home/apt,18 reviews,"Bedford-Stuyvesant, Brooklyn"
Beautiful flat - prime Williamsburg,140,Entire home/apt,26 reviews,"Williamsburg, Brooklyn"
Musician & Artist Haven,65,Private room,3 reviews,"Bushwick, Brooklyn"
Best Neighborhood Carroll Gardens,275,Entire home/apt,39 reviews,"Carroll Gardens, Brooklyn"
Cute + Clean GREENPOINT room,68,Private room,34 reviews,"Greenpoint, Brooklyn"
Williamsburg penthouse w/ balcony,95,Private room,5 reviews,"Williamsburg, Brooklyn"
Stunning Greenpoint Penthouse,100,Private room,16 reviews,"Greenpoint, Brooklyn"
"Cozy, Clean, Quiet, Private Room!!",42,Private room,4 reviews,"Flatbush, Brooklyn"
Spacious Guest Room in Brownstone,75,Private room,6 reviews,"Crown Heights, Brooklyn"
